Restaurant,City,State,currentmonths,extramonths,asianproportion,blackproportion,hispanicproportion,whiteproportion,breakfast,lunch,dinner,latenight,busy,averagetotalbill,pcttip,bigtips,comparative_tips,flair,intro,selling,squatt,touch,jokes,repeat,customer_me,draw,smile,thanks,weather,compliment,happy,yearsexperience,effect_sz,Men,Women,Teenagers,Young_Adults,Middle_Aged_Adults,Elderly_Adults,Cash_Customers,Charge_Customers,Smokers,Regulars,First_Timers,Asians,Blacks,Hispanics,Whites,Foreigners,Couples,onetops,kids,Business_People,Extraverted_enthusiastic,Critical_quarrelsome,Dependable_selfdisciplined,Anxious_easily_upset,Open_to_new_experiences_complex,Reserved_quiet,Sympathetic_warm,Disorganized_careless,Calm_emotiolly_stable,Conventiol_uncreative,birth_yr,sex,hair,hair_other,married,race,race_other
hooters,houston,TX,22,12,5,10,10,75,No,No,Yes,1,3,25,20,90,3,3,4,3,2,2,3,3,2,1,4,1,2,3,5,2,5,3,1,1,1,2,1,2,2,99,3,2,99,99,99,99,1,3,3,99,3,7,4,4,3,5,1,5,3,4,2,1983,Male,1,NA,0,4,NA
Joes Crab Shack,Gaithersburg,MD,3,0,5,20,15,60,No,Yes,Yes,0,2,16,17,5,3,1,4,3,3,1,2,3,2,2,4,2,1,3,5,5,3,3,2,1,3,2,1,1,3,3,3,2,2,1,1,3,1,2,1,1,3,7,5,7,4,6,1,6,1,6,1,1983,Male,2,NA,0,4,NA
Miyake Restaurant,Ithaca,NY,8,0,95,0,0,5,No,Yes,Yes,0,2,23,13,3,3,1,3,1,1,1,2,3,3,1,4,1,2,2,6,1,4,3,2,1,2,3,3,2,3,99,3,2,1,99,99,2,99,3,2,2,3,6,2,6,2,6,3,6,2,5,4,1984,Male,,"""Black"" or REALLY DARK brown",0,1,NA
Banfis,Ithaca,NY,15,10,13,10,2,75,No,No,Yes,0,3,45,18,10,4,1,4,2,1,1,2,2,2,1,4,1,2,4,6,1.5,4,3,2,2,3,2,1,1,2,99,2,3,1,1,1,3,1,2,2,1,3,6,2,5,3,5,5,5,1,5,2,1985,Male,2,NA,0,4,NA
Sammy's Grill,Baton Rouge,LA,31,0,3,18,1,78,No,Yes,Yes,1,5,14.89,29,95,2,1,4,4,4,4,4,4,2,1,3,4,1,2,5,8,1,2,2,1,2,3,2,3,2,2,3,2,1,1,1,2,1,3,2,2,2,7,1,7,1,6,1,7,2,7,1,1982,Male,2,NA,0,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
Banfi's Restaurant,Ithaca,NY,2,24,10,10,0,80,No,No,Yes,0,4,35,16.5,35,4,1,4,3,1,1,1,2,3,1,4,1,1,2,6,0.5,4,3,3,2,2,2,1,2,3,99,99,99,99,99,99,99,99,2,3,2,3,7,2,7,1,5,1,6,1,6,4,1986,Female,2,NA,0,4,NA
Rowdy's,Cape Girardeau,MO,6,24,1,5,1,93,No,Yes,Yes,1,3,22,15,5,2,3,4,4,2,3,4,3,3,1,3,1,3,3,5,8,3,2,2,1,2,2,2,2,3,3,3,3,2,1,1,2,1,3,2,1,2,6,2,7,1,6,1,5,2,5,1,1975,Female,,Black,0,4,NA
Vanderbilt Country Club,ples,FL,96,12,,,,99,No,Yes,Yes,0,1,15,18,19,4,2,2,3,1,1,3,1,3,1,1,1,1,2,5,50,2,2,2,1,1,2,1,2,2,3,3,1,1,1,1,2,1,2,1,1,1,6,1,7,1,6,1,7,1,7,1,1941,Male,3,NA,0,4,NA
Vanderbilt Country Club,ples,FL,96,12,,,,99,No,Yes,Yes,0,1,15,18,19,4,2,2,3,1,1,3,1,3,1,1,1,1,2,5,50,2,2,2,1,1,2,1,2,2,3,3,1,1,1,1,2,1,2,1,1,1,6,1,7,1,6,1,7,1,7,1,1941,Male,3,NA,0,4,NA
Applebee's,Meadville,PA,9,1,1,10,2,87,No,Yes,Yes,1,2,15,20,80,3,1,4,4,3,3,3,3,2,1,4,1,1,2,6,1,5,1,3,1,2,2,1,99,99,99,3,1,,1,1,2,1,3,1,2,3,7,2,7,3,7,2,7,2,7,1,1987,Female,2,NA,0,4,NA
Catali Beach Club,Atlantic Beach,NY,2,1,2,2,1,95,Yes,Yes,No,0,2,16,20,25,2,3,4,4,4,4,4,4,4,4,4,4,4,4,6,5,4,3,2,3,3,3,1,3,99,99,3,3,1,1,1,3,99,99,99,3,3,7,5,,2,4,6,,2,6,3,1987,Female,2,NA,0,4,NA
Portage Point Inn,Onekama,MI,3,0,2,2,1,95,Yes,No,No,0,2,11.95,15,40,4,1,3,1,1,1,1,4,2,1,1,4,2,1,3,1,2,2,2,1,1,3,1,1,2,99,99,99,99,99,99,2,99,3,99,99,99,1,1,7,1,7,7,7,5,7,1,1987,Male,2,NA,0,4,NA
NA,NA,NA,,,,,,,No,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA
NorthEast Seafood Kitchen,Ocean View,DE,13,3,4,5,1,90,No,No,Yes,0,2,30,20,90,3,1,4,4,1,2,2,4,2,1,3,1,3,4,7,6,5,2,2,1,3,3,2,2,2,99,2,3,2,1,1,2,1,3,2,2,3,7,1,7,1,6,1,7,1,7,1,1985,Male,2,NA,0,4,NA
Sadko's,St.Petersburg,!US,50,5,3,2,15,80,No,Yes,Yes,1,1,20,,5,4,2,2,3,1,1,2,4,3,1,3,1,2,3,4,6,3,3,2,1,1,3,2,3,2,99,3,2,1,2,1,3,2,2,3,2,1,6,2,6,2,6,4,6,1,6,1,1982,Female,1,NA,1,4,NA
Lobby Bar,St.Petersburg,!US,9,240,4,1,30,65,No,No,Yes,1,3,30,8,5,4,3,2,4,1,1,2,3,1,1,4,1,2,3,6,0.9,4,3,1,1,1,3,2,3,1,99,3,2,1,1,1,3,2,2,2,2,3,7,2,3,5,6,6,7,1,6,1,86,Male,2,NA,0,4,NA
Lobby Bar,St.Petersburg,!US,12,240,7,3,10,80,No,No,No,1,3,30,8,4,4,1,1,1,1,1,2,2,2,1,3,1,2,1,5,1,5,3,2,1,1,2,2,3,2,2,3,1,2,2,2,3,1,2,2,2,3,6,5,6,7,6,4,6,1,4,4,1987,Male,2,NA,0,4,NA
Caviar Bar,St.Petersburg,!US,48,50,5,5,30,60,No,No,Yes,0,1,100,10,55,4,2,2,2,2,2,2,2,3,2,3,1,2,4,4,4,3,3,2,3,2,2,2,3,3,3,99,2,2,2,2,3,99,2,99,3,3,6,1,7,1,7,4,4,1,4,6,1983,Female,1,NA,0,4,NA
Europa,St.Petersburg,!US,36,240,3,7,1,89,No,No,Yes,0,3,100,10,20,5,1,1,3,1,1,2,2,2,1,2,1,1,2,5,9,4,2,2,3,3,3,2,3,1,99,2,1,1,1,2,3,3,2,2,3,3,6,4,3,2,3,5,6,2,3,3,1979,Female,1,NA,0,4,NA
L'Europe,St.Petersburg,!US,5,36,5,2,3,90,No,No,Yes,0,3,100,10,0,4,1,2,2,1,1,1,4,2,1,2,1,1,2,6,1,4,2,1,1,1,3,2,2,1,99,2,99,1,2,1,2,2,99,2,1,3,6,2,2,1,6,4,5,1,5,1,1987,Female,1,NA,0,4,NA
"Caviar Bar, Chopstiks",St.Petersburg,!US,8,36,20,2,8,70,No,Yes,Yes,0,3,50,15,50,1,2,2,2,1,1,2,2,2,1,2,1,3,3,6,1,4,3,2,99,2,3,2,2,2,99,2,2,1,99,3,2,3,2,2,2,3,6,4,6,6,7,3,5,2,5,4,1985,Male,1,NA,0,4,NA
Lobby bar,St.Petersburg,!US,20,240,5,1,8,86,No,No,No,1,2,50,5,2,4,2,1,3,2,1,2,3,2,1,2,1,2,2,1,1.5,4,3,2,1,1,3,2,3,1,3,3,2,1,1,1,3,2,3,1,2,3,6,6,6,4,7,1,6,1,3,1,1978,Female,2,NA,0,4,NA
mercury,dallas,TX,5,42,,,,99,No,Yes,Yes,0,3,60,20,30,1,1,4,4,3,2,1,4,4,1,4,1,2,4,1,4,5,3,1,1,2,2,2,3,3,2,3,2,1,1,1,2,2,2,2,2,3,6,5,7,6,7,7,7,6,7,6,1960,Female,2,NA,1,4,NA
Chado Tea Room,Los Angeles,CA,2.5,0,5,1,0,94,No,Yes,Yes,0,3,9.75,18,65,4,4,1,2,2,1,2,2,1,1,4,1,1,1,5,0.3,3,3,3,1,2,3,2,2,3,99,2,2,99,99,99,99,99,3,2,3,99,3,5,6,2,5,5,6,2,6,5,1986,Male,2,NA,0,1,NA
Mercury Grill,Dallas,TX,18,240,2,2,20,76,Yes,Yes,Yes,0,2,55,18,75,3,4,3,4,2,2,3,3,2,2,4,2,2,3,7,31,5,2,2,1,1,2,2,2,3,99,3,3,2,1,1,3,1,3,2,2,3,7,1,6,2,7,1,7,2,4,1,1961,Female,2,NA,1,4,The person's gay & isn't legally married
The Mercury Grill,Dallas,TX,19,6,1,1,8,90,No,No,Yes,0,2,60,18,50,2,1,4,4,4,3,3,1,2,4,4,4,4,4,3,5,5,3,3,1,3,2,2,2,2,99,3,3,1,1,1,3,1,3,3,3,3,4,5,7,2,7,4,4,1,7,1,1970,,2,NA,0,4,NA
The Mercury Grill,Dallas,TX,16,12,0,1,5,94,Yes,Yes,Yes,0,4,50,20,100,3,2,4,4,2,2,2,4,2,1,4,3,3,4,5,4,4,2,2,1,1,3,2,2,2,99,3,3,1,1,1,3,1,2,3,3,3,7,3,6,1,7,2,6,3,7,2,1984,Female,2,NA,0,4,NA
Coastal Flats,Fairfax,VA,14,8,1,1,25,75,No,Yes,Yes,0,2,30,19.5,65,2,2,1,4,1,1,2,3,2,1,3,1,1,3,4,4,,3,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,3,2,1,2,7,3,5,4,6,2,6,5,5,1,1984,Female,2,NA,0,4,NA
"Iberian Lounge, The Hotel Hershey",Hershey,PA,12,0,10,10,5,75,No,Yes,Yes,0,2,50,20,75,3,1,2,4,3,1,3,3,2,1,3,1,2,3,4,2.5,2,3,2,1,1,2,1,1,3,3,2,3,,1,2,2,1,3,2,2,3,6,5,6,5,3,3,4,6,2,4,1986,Male,2,NA,0,4,NA
Seacrets,Ocean City,MD,2,1,2,5,3,90,No,Yes,Yes,1,2,0,18,65,2,1,4,4,3,2,3,4,2,1,4,2,3,2,1,2,4,3,2,1,2,3,1,2,3,99,99,99,2,2,2,2,1,2,99,2,3,7,1,7,1,6,2,7,1,6,2,1985,Male,2,NA,0,4,NA
Tarragon,State College,PA,20,6,1,5,1,93,Yes,Yes,Yes,0,5,20,14,35,1,1,2,3,1,1,2,2,1,1,1,1,1,3,3,2,5,2,3,1,1,3,2,2,2,2,3,2,99,99,99,99,1,3,2,2,2,5,1,7,1,4,1,4,1,7,2,1984,Female,,black,0,,Indian
Forebay Restaurant,Hershey,PA,19,12,2,10,8,80,No,No,Yes,1,3,40,17,30,3,1,4,4,2,1,2,4,3,1,4,3,2,3,6,1.5,4,3,2,1,2,2,3,2,2,99,3,2,99,99,99,99,99,3,3,1,3,6,2,7,2,6,5,6,1,6,2,1987,Male,2,NA,0,4,NA
Philadelphia Quartett CC,Philadelphia,PA,60,0,0,0,0,100,Yes,No,Yes,0,3,15,15,5,1,1,3,2,2,1,3,3,3,1,2,4,3,2,4,6,4,2,1,2,1,2,1,2,2,2,3,2,99,99,99,2,1,2,2,1,3,5,2,6,2,6,2,3,1,7,2,1986,Female,2,NA,0,4,NA
Ruby Tuesday's,North Wales,PA,3,0,5,5,15,75,No,No,Yes,1,3,25,10,0,4,1,2,3,1,1,2,3,2,4,4,4,1,2,3,0.25,2,2,2,1,2,2,1,2,2,3,2,2,3,1,1,2,2,2,1,2,3,5,2,7,4,4,5,7,1,6,2,1985,Male,,black,0,1,NA
Gingerbread Man,State College,PA,4,1,5,5,10,80,No,Yes,No,0,4,20,20,50,3,1,4,2,2,2,2,2,2,1,3,3,3,3,2,1,3,2,2,1,2,3,2,2,2,2,3,2,2,2,2,2,1,2,2,,2,6,3,6,2,7,3,5,2,7,3,1982,Female,2,NA,0,4,NA
Eagle Cafe - Holiday Inn,Milesburg,PA,2,24,0,0,0,100,Yes,No,Yes,0,3,10,15,10,3,1,1,2,1,1,2,2,1,1,1,4,2,2,6,0,3,3,2,1,1,2,2,2,2,99,2,2,3,99,2,3,2,99,1,2,2,6,4,4,3,6,5,6,1,5,2,1986,Male,1,NA,0,4,NA
Nittany Lion Inn,State College,PA,9,0,10,10,5,75,Yes,No,Yes,0,2,20,20,25,3,2,4,3,1,1,2,2,2,1,2,2,2,2,5,3,4,3,3,1,2,2,1,2,3,2,2,2,2,2,2,3,2,3,1,2,3,6,4,6,5,5,2,6,1,3,2,1985,Male,2,NA,0,4,NA
Houlihans,Warrington,PA,48,1,3,5,2,90,No,Yes,Yes,0,2,15,20,75,2,4,4,4,2,1,2,4,1,1,3,1,1,2,7,2,5,3,3,1,3,2,1,3,3,3,3,99,2,1,1,3,99,3,2,2,2,4,1,7,1,4,2,7,1,7,5,1985,Female,,black,0,4,NA
Cafe' Zinho,Pittsburgh,PA,16,0,5,10,0,85,No,Yes,No,0,3,15,25,15,1,1,4,4,1,1,1,,2,1,4,4,2,3,1,1.5,5,3,3,1,2,3,2,2,3,99,3,3,1,1,99,2,1,2,3,2,3,7,4,7,2,6,5,6,5,7,1,1981,Female,2,NA,0,4,NA
east side marios,london,!US,144,12,3,2,1,94,No,Yes,Yes,0,2,16,12,5,2,3,4,4,4,3,3,4,1,1,3,2,3,3,6,20,3,2,2,1,1,2,2,2,2,99,3,2,1,1,1,2,1,2,3,2,2,6,2,7,2,5,4,6,1,6,4,1961,Female,,bald,0,4,NA
Lobby Bar,St Petersburg,!US,15,10,8,2,10,80,No,No,No,1,3,30,10,25,4,1,3,2,2,2,2,3,1,1,3,1,2,2,5,1.5,4,3,2,1,99,3,3,3,2,99,3,2,2,2,2,2,2,3,2,2,2,6,6,2,2,6,5,7,1,7,1,1985,Male,3,NA,0,4,NA
First Watch,Upper Arlington,OH,3,24,9,1,0,90,Yes,Yes,No,0,1,8,15,20,4,1,4,4,2,1,2,4,3,1,4,1,2,2,6,1,3,2,1,3,3,2,1,1,2,99,1,2,2,2,99,2,1,3,1,2,2,5,2,6,2,6,4,6,2,7,1,1984,Male,2,NA,0,4,NA
Sophia's,Columbia,MO,30,24,8,8,8,76,No,Yes,Yes,0,2,14,17,10,3,1,4,3,1,2,2,3,3,1,2,3,2,3,7,6,4,3,2,99,99,2,1,2,2,3,3,3,2,1,99,2,1,3,3,1,2,7,5,6,2,4,1,7,2,5,5,1974,Female,1,NA,0,4,NA
The Melting Pot,Columbus,OH,6,9,1,1,1,97,No,No,Yes,1,3,40,18,20,4,4,4,4,1,1,3,3,1,2,2,2,1,4,5,3,4,3,2,1,1,3,1,2,3,99,2,3,99,2,99,2,1,3,99,3,3,7,5,7,2,7,1,6,1,7,1,1984,Male,2,NA,0,4,NA
Chili's,Raleigh,NC,11,36,5,35,10,50,No,No,Yes,1,3,14,16,40,3,2,4,3,3,3,1,2,1,2,4,2,2,2,6,1,3,3,2,1,3,3,1,2,2,99,2,2,1,1,1,2,1,3,2,3,3,7,2,7,2,6,2,6,3,5,3,1984,Male,2,NA,1,4,NA
Hooters,State College,PA,14,0,8,8,5,79,No,Yes,Yes,1,3,12,20,30,3,3,3,4,4,2,3,2,3,2,3,2,3,2,2,2,4,3,2,1,3,3,1,2,3,2,3,2,2,1,2,2,1,2,2,1,3,5,3,6,4,7,4,6,1,6,1,1985,Male,2,NA,0,4,NA
Fireplace Inn,Chicago,IL,58,14,10,20,20,50,Yes,Yes,Yes,1,1,45,18,75,2,2,4,4,2,3,3,2,4,3,4,4,2,3,3,24,4,3,1,1,3,2,1,2,2,3,3,2,2,1,1,2,1,2,2,1,3,7,5,7,1,6,2,6,1,6,2,1967,Male,3,NA,0,4,NA
Scramblers,Columbus,OH,18,8,3,10,2,85,Yes,Yes,No,0,2,9,15,15,2,1,2,3,1,2,2,2,1,1,3,1,2,2,3,3,4,2,2,2,2,2,1,1,3,99,3,3,2,2,2,2,2,3,3,2,2,5,1,7,2,6,5,6,2,6,3,1984,Male,2,NA,0,4,NA
Hooters Columbus II Northland Venture,Columubs,OH,5,18,0.08,0.05,0.07,0.8,No,No,Yes,1,4,10,15,5,3,4,4,4,4,2,4,2,2,4,4,4,2,3,2,5,4,3,3,1,2,3,3,2,2,2,3,3,3,1,3,2,3,2,3,1,3,6,1,6,2,5,4,5,6,5,4,1985,Male,1,NA,0,4,NA
Barb's Family Restaurant,Coalport,PA,38,145,3,1,2,94,Yes,Yes,Yes,1,2,10,25,80,1,4,4,4,3,4,4,3,4,3,4,4,4,4,7,30,5,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,7,1,7,1,7,1,7,1,7,1,1959,Male,2,NA,1,4,NA
Cameron Mitchell Catering Company,Columbus,OH,4,24,5,5,10,80,No,Yes,Yes,1,2,100,20,30,4,3,4,3,2,1,1,3,2,1,2,1,1,2,6,5,5,2,2,1,2,2,2,1,3,2,3,2,1,1,1,2,1,3,3,1,3,7,1,7,2,7,1,7,1,6,1,1985,Male,2,NA,0,4,NA
Applebees,Columbus,OH,2,2,1,10,5,84,No,Yes,Yes,1,2,15,15,30,4,4,4,4,4,1,2,4,1,2,4,4,1,2,4,2,3,3,3,2,1,2,1,2,2,99,3,2,2,1,2,3,1,2,2,2,3,6,1,6,4,6,4,6,2,5,1,1985,Male,2,NA,0,,White/Asian
Tanglewoods,Winnetka,IL,3,0,5,,5,90,No,Yes,No,0,3,15,18,0,3,1,4,2,1,1,2,1,1,1,3,3,1,1,5,2,2,3,2,99,99,99,1,99,99,99,3,99,99,1,99,2,1,99,99,99,99,7,5,7,5,5,1,5,2,4,4,1983,Female,2,NA,0,4,NA
Buffalo Wild Wings,Columbus,OH,11,11,15,40,5,40,No,Yes,Yes,1,3,12,15,5,3,1,2,4,2,2,2,4,4,1,4,1,2,2,4,2,2,3,2,1,2,2,1,1,3,99,2,3,1,2,1,3,3,2,2,2,1,6,1,6,2,5,3,7,4,7,1,1984,Male,,brown and blond,0,4,NA
Vincenzos Grill,Solomons Is,MD,8,2,5,5,5,85,No,No,Yes,1,2,50,20,100,1,3,4,4,4,2,3,1,2,1,4,4,1,4,7,1,5,3,2,1,1,2,3,2,3,99,3,99,99,99,99,99,99,2,1,1,3,7,1,7,1,7,1,7,1,7,1,1986,Male,2,NA,0,4,NA
Zola,State College,PA,12,24,5,3,1,91,No,No,Yes,0,3,40,17,50,3,1,4,3,2,2,2,2,2,1,3,1,1,3,6,1,2,3,2,1,2,2,1,1,2,99,3,2,1,1,99,2,1,2,1,2,3,6,5,5,4,5,1,6,3,5,2,1985,Female,2,NA,0,4,NA
Olive Garden,Columbus,OH,48,0,5,10,5,85,No,Yes,Yes,0,1,20,15,10,3,1,4,3,2,2,3,2,2,3,4,4,1,3,4,5,3,2,2,1,3,3,1,2,2,1,3,3,1,1,1,2,1,3,2,1,2,6,2,5,4,6,1,6,2,4,2,1982,Male,1,NA,0,4,NA
Tristano's Pizzeria,Grove Ctiy,OH,13,6,0,20,5,85,No,No,Yes,0,3,15,20,60,2,1,4,4,4,2,3,4,3,3,4,4,3,3,7,1,5,3,3,2,2,2,2,2,2,2,3,2,99,99,99,99,99,2,2,2,2,7,3,7,2,6,1,7,1,6,1,1976,Male,2,NA,1,4,NA
Grumpy's,Warren,PA,2,1,0,0,3,97,No,No,Yes,1,5,15,10,1,4,1,4,3,2,1,3,3,3,1,4,2,1,4,4,7,5,3,3,1,2,1,1,2,3,99,3,2,99,99,99,99,99,99,99,99,99,6,5,6,3,7,2,7,7,7,7,1985,Male,1,NA,0,4,NA
Kenny's Spirited Eatery,Southampton,PA,24,20,1,3,1,95,No,Yes,Yes,1,2,25,19,80,3,1,4,3,1,1,3,3,2,1,4,1,2,3,7,7,4,3,3,2,3,3,1,2,2,99,3,2,99,2,99,2,99,3,2,1,3,7,2,7,5,7,2,6,2,6,1,1986,Male,2,NA,0,4,NA
On The Border,Orange,CT,6,12,10,15,15,60,No,Yes,Yes,0,3,15,18,70,4,1,3,3,2,2,2,3,1,2,4,4,3,2,5,2,4,2,2,1,3,2,1,2,2,99,3,2,1,1,1,2,1,2,2,2,2,7,4,6,1,7,1,6,2,7,1,1983,Male,2,NA,0,3,NA
Elizabeths Garden,Bennington,VT,3,6,1,1,1,97,Yes,Yes,Yes,1,3,35,18,65,3,4,4,3,3,4,4,4,3,4,4,4,3,4,6,2,5,3,2,1,2,2,1,2,1,99,3,2,99,99,99,2,99,3,1,3,3,7,1,6,3,7,1,7,2,7,2,1985,Male,2,NA,0,4,NA
Grandma's,Duluth,MN,2,36,1,7,7,85,No,No,Yes,1,3,14,20,90,3,2,3,2,1,2,2,3,2,1,3,1,1,3,1,1,4,3,3,2,3,3,1,2,3,3,3,2,99,99,99,3,3,3,2,3,3,4,2,6,1,4,3,6,1,7,2,1987,Male,2,NA,0,4,NA
Poste,WA,DC,2.5,0.5,25,5,3,55,No,Yes,Yes,1,2,40,20,5,4,3,3,4,2,2,2,3,3,1,4,2,1,4,6,0.66,5,3,2,1,1,2,1,1,3,2,3,2,2,1,2,2,1,3,3,2,3,6,2,5,5,7,1,6,2,4,1,1985,Male,2,NA,0,4,NA
Brother's Bar and Grill,Columbus,OH,5,12,5,35,10,50,No,No,No,1,2,15,15,50,3,2,4,3,3,3,3,3,2,2,3,2,2,3,3,5,3,3,1,1,3,3,1,3,2,2,3,2,1,2,2,2,1,2,3,1,3,7,5,7,4,5,1,4,2,6,1,1985,Male,1,NA,0,4,NA
Quaker Steak and Lube,Pittsburgh,PA,12,16,5,10,1,84,No,No,Yes,1,2,13,18,20,2,1,4,3,2,1,2,3,1,1,4,1,2,3,6,1,4,2,2,2,3,2,1,2,2,1,3,2,1,1,1,2,1,3,3,1,2,7,2,7,3,6,4,6,2,6,1,1985,Male,3,NA,0,4,NA
Northport Diner,Northport,AL,6,18,2,43,1,54,No,No,Yes,0,2,10,30,90,1,1,4,4,3,2,2,2,2,1,2,2,2,3,6,0.5,4,2,3,1,2,2,1,2,3,99,2,3,1,1,1,3,3,2,3,1,2,6,4,7,2,4,2,5,4,6,3,1986,Female,2,NA,0,4,NA
Eat N Park,Moca,PA,11,24,4,3,2,91,No,Yes,Yes,1,2,25,10,50,3,1,4,4,1,1,2,3,2,2,3,3,2,3,7,1,4,2,3,1,2,3,1,2,2,3,2,3,99,2,99,2,99,3,2,3,3,,5,7,3,6,5,4,5,7,7,1985,Male,1,NA,0,4,NA
Shadi's,Methuen,MA,12,240,0,1,1,98,No,No,Yes,0,3,25,20,90,3,2,3,3,1,1,3,4,2,1,4,4,3,3,6,9,4,2,2,1,3,2,1,2,3,3,3,2,99,2,1,2,1,3,2,2,3,6,1,7,1,6,5,7,1,7,2,1978,Male,2,NA,1,4,NA
Steak and Shake,Cincinti,OH,4,0,10,15,10,65,No,Yes,Yes,0,2,7,15,5,4,2,4,4,1,1,2,4,2,4,4,4,2,4,5,1,4,2,2,1,2,3,3,2,3,1,3,2,3,2,1,2,1,2,2,3,3,6,1,7,1,6,5,6,2,6,2,1984,Male,2,NA,0,1,NA
NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Harrigan's,State College,PA,19,18,15,10,5,70,Yes,Yes,Yes,0,3,8,15,20,3,2,4,3,1,1,2,3,2,1,3,1,2,2,2,7,3,3,3,2,3,2,1,3,2,2,2,2,2,2,2,2,1,3,3,2,2,5,2,7,1,5,5,6,2,4,3,1982,Female,1,NA,0,4,NA
The Boat House,Tafton,PA,70,2,1,10,10,79,No,Yes,Yes,1,2,20,20,25,4,1,4,2,2,1,2,2,3,2,4,4,2,2,6,5,3,2,2,2,2,2,1,2,2,99,3,2,2,2,2,2,1,2,3,3,3,6,2,7,1,7,6,5,1,7,2,1985,Male,2,NA,0,4,NA
Royal Plantation,Ocho Rios,!US,24,24,,,,90,No,Yes,Yes,0,2,25,15,20,4,1,4,1,1,1,1,4,2,1,4,1,1,1,5,5,4,3,2,1,1,3,3,3,1,99,2,3,3,1,1,2,2,3,1,,99,6,1,6,3,6,2,6,1,4,6,1980,Female,,black,0,2,NA
Buffalo Billiards,WA,DC,50,48,5,20,5,75,No,No,Yes,1,,,17,85,4,3,3,3,2,2,2,4,2,4,3,4,2,2,6,10,3,2,2,99,99,3,1,,3,3,3,2,1,1,1,2,1,2,1,99,3,7,3,7,2,7,,6,3,7,1,1977,Male,2,NA,0,2,NA
FL Buffet,NA,FL,96,12,1,45,4,50,No,No,Yes,0,3,11,10,10,4,1,2,,1,2,2,4,2,2,2,2,1,1,5,30,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,3,1,2,4,4,7,5,4,4,4,2,4,2,1949,Male,2,NA,1,4,NA
Mimi's Cafe,Columbus,OH,2,13,5,5,15,75,Yes,Yes,No,0,2,11.5,20,80,3,4,4,4,1,2,3,3,2,3,4,4,2,3,6,1,5,3,2,2,3,3,2,2,3,99,3,2,2,2,2,2,2,3,2,3,3,7,2,6,2,7,2,7,2,6,1,1984,Male,2,NA,0,3,NA
Steake N Shake,Elyria,OH,36,0,0,30,10,60,No,No,Yes,1,2,7.5,15,90,2,4,4,4,4,2,2,2,2,2,4,3,1,3,4,6,4,3,1,1,2,2,1,2,2,2,3,3,99,1,1,3,1,2,3,1,3,7,1,7,2,6,1,5,1,5,2,1985,Male,1,NA,0,4,NA
Applebees,Columbus,OH,18,6,25,20,5,50,No,No,Yes,1,2,15,20,30,4,3,4,3,3,1,3,4,2,4,4,4,3,4,6,1.5,4,3,2,1,3,2,1,3,2,99,3,2,1,1,1,3,1,3,2,2,2,7,4,7,1,6,2,5,1,6,1,1984,Male,2,NA,0,4,NA
Restaurant in the Courtyard by Marriott,Willow Grove,PA,14,1,10,8,2,80,Yes,No,No,0,2,8.95,18,5,4,1,3,2,1,1,2,2,2,1,3,3,3,2,5,1,5,3,2,1,2,2,2,2,3,2,2,2,1,1,1,2,1,2,3,2,3,6,2,6,2,6,3,5,2,6,3,1985,Male,1,NA,0,4,NA
4 Remarkable Service,Dallas,TX,12,0,,,,100,No,Yes,Yes,0,4,10,15,20,3,2,4,,1,1,2,4,3,3,4,4,2,3,6,30,2,2,3,1,2,3,3,2,3,99,3,2,99,99,99,2,99,3,2,2,3,5,1,7,4,6,1,7,1,2,1,1961,Female,2,NA,1,4,NA
TGI Fridays,Columbus,OH,60,18,5,23,2,70,No,No,Yes,1,2,15,18,50,2,3,4,4,3,3,4,3,3,2,3,3,2,3,6,10,4,3,2,1,2,3,2,2,2,99,3,2,2,1,1,2,1,3,3,2,2,6,3,7,2,7,1,6,3,6,2,1977,Male,2,NA,0,4,NA
Hyatt Regency,Cleveland,OH,15,60,2,5,1,92,Yes,Yes,Yes,0,3,15,20,80,4,1,4,4,2,3,2,4,2,2,4,2,2,3,1,1,4,3,2,1,2,3,2,2,3,99,3,3,1,1,99,3,1,2,2,3,3,6,1,6,1,7,1,6,2,3,2,1950,Male,,black,0,2,NA
Ruby Tuesdays,Gaylord,MI,12,24,3,5,2,90,No,Yes,Yes,1,2,30,15,50,2,2,4,4,2,2,2,3,2,1,3,2,3,4,7,6,5,3,1,1,1,2,1,2,3,2,2,2,2,2,2,2,1,3,2,2,3,6,4,7,3,7,2,7,2,6,1,1984,Male,2,NA,0,4,NA
